,bathrooms,bedrooms,graph_data_link,home_detail_link,home_size,home_type,last_sold_date,last_sold_price,latitude,longitude,property_size,tax_value,tax_year,year_built,zestimate_amount,zestimate_last_updated,zestimate_percentile,zestimate_valuationRange_low,zestimate_valuation_range_high,zestimate_value_change,zillow_id
2542,3.0,2,http://www.zillow.com/homedetails/1452-NE-Orenco-Station-Pkwy-Hillsboro-OR-97124/52695491_zpid/#charts-and-data,http://www.zillow.com/homedetails/1452-NE-Orenco-Station-Pkwy-Hillsboro-OR-97124/52695491_zpid/,2296,SingleFamily,09/10/2004,399900,45.534889,-122.916569,1307,470300.0,2015,2000,485577,03/21/2017,0,422452,538990,4248,52695491
2543,1.0,2,http://www.zillow.com/homedetails/3611-SE-Sherman-St-Portland-OR-97214/53964918_zpid/#charts-and-data,http://www.zillow.com/homedetails/3611-SE-Sherman-St-Portland-OR-97214/53964918_zpid/,980,SingleFamily,05/01/1993,78200,45.506337,-122.626156,2535,296860.0,2010,1910,468407,03/21/2017,0,426250,533984,-973,53964918
2544,7.0,,http://www.zillow.com/homedetails/2332-SE-122nd-Ave-Portland-OR-97233/80932815_zpid/#charts-and-data,http://www.zillow.com/homedetails/2332-SE-122nd-Ave-Portland-OR-97233/80932815_zpid/,5887,SingleFamily,02/07/1991,151500,45.505432,-122.537139,15246,368970.0,2015,1948,643826,03/21/2017,0,547252,759715,8997,80932815
2545,3.0,5,http://www.zillow.com/homedetails/2765-SW-West-Point-Ave-Portland-OR-97225/48626459_zpid/#charts-and-data,http://www.zillow.com/homedetails/2765-SW-West-Point-Ave-Portland-OR-97225/48626459_zpid/,3928,SingleFamily,08/24/2010,520000,45.499531,-122.757235,12632,565250.0,2015,1962,890248,03/21/2017,0,827931,961468,2456,48626459
2546,1.5,3,http://www.zillow.com/homedetails/5629-SE-Francis-St-Portland-OR-97206/53979388_zpid/#charts-and-data,http://www.zillow.com/homedetails/5629-SE-Francis-St-Portland-OR-97206/53979388_zpid/,2516,SingleFamily,11/30/2016,390000,45.495003,-122.604551,4000,284070.0,2015,1929,459263,03/21/2017,0,404151,546523,20730,53979388
2547,1.0,2,http://www.zillow.com/homedetails/8325-NE-Sumner-St-Portland-OR-97220/53878319_zpid/#charts-and-data,http://www.zillow.com/homedetails/8325-NE-Sumner-St-Portland-OR-97220/53878319_zpid/,1034,SingleFamily,,,45.560713,-122.57697,5980,182610.0,2015,1951,281889,03/21/2017,0,264976,301621,-438,53878319
2548,3.0,4,http://www.zillow.com/homedetails/3138-Cottonwood-Ct-West-Linn-OR-97068/48239360_zpid/#charts-and-data,http://www.zillow.com/homedetails/3138-Cottonwood-Ct-West-Linn-OR-97068/48239360_zpid/,2208,SingleFamily,06/08/2001,219000,45.382101,-122.641067,10400,341836.0,2015,1978,460305,03/21/2017,0,437290,483320,-1853,48239360
2549,2.0,3,http://www.zillow.com/homedetails/7430-SW-Leslie-St-Portland-OR-97223/48585740_zpid/#charts-and-data,http://www.zillow.com/homedetails/7430-SW-Leslie-St-Portland-OR-97223/48585740_zpid/,1736,SingleFamily,08/14/2015,384000,45.457976,-122.753157,7840,311770.0,2015,1973,399573,03/21/2017,0,379594,419552,1888,48585740
2550,2.5,5,http://www.zillow.com/homedetails/17342-SW-136th-Ave-Portland-OR-97224/69161204_zpid/#charts-and-data,http://www.zillow.com/homedetails/17342-SW-136th-Ave-Portland-OR-97224/69161204_zpid/,2616,SingleFamily,02/03/2006,444100,45.394116,-122.816192,4791,388810.0,2015,2005,461021,03/21/2017,0,437970,484072,2790,69161204
2551,1.0,2,http://www.zillow.com/homedetails/612-Jackson-St-Oregon-City-OR-97045/48255718_zpid/#charts-and-data,http://www.zillow.com/homedetails/612-Jackson-St-Oregon-City-OR-97045/48255718_zpid/,1159,SingleFamily,09/15/2003,194750,45.353185,-122.600093,7987,226618.0,2015,1900,292971,03/21/2017,0,269533,310549,1056,48255718
2552,3.0,4,http://www.zillow.com/homedetails/2676-SE-Lupine-Ct-Hillsboro-OR-97123/48595404_zpid/#charts-and-data,http://www.zillow.com/homedetails/2676-SE-Lupine-Ct-Hillsboro-OR-97123/48595404_zpid/,2196,SingleFamily,10/04/2016,380000,45.497476,-122.955235,10890,278990.0,2015,1977,386086,03/21/2017,0,366782,405390,3997,48595404
2553,2.0,3,http://www.zillow.com/homedetails/8520-SW-Curry-Dr-UNIT-A-Wilsonville-OR-97070/52974034_zpid/#charts-and-data,http://www.zillow.com/homedetails/8520-SW-Curry-Dr-UNIT-A-Wilsonville-OR-97070/52974034_zpid/,1356,Condominium,04/17/2014,179900,45.289893,-122.763669,807,168590.0,2015,1987,214310,03/21/2017,0,190736,231455,6172,52974034
2554,2.0,2,http://www.zillow.com/homedetails/8720-SW-Tualatin-Rd-APT-124-Tualatin-OR-97062/48579601_zpid/#charts-and-data,http://www.zillow.com/homedetails/8720-SW-Tualatin-Rd-APT-124-Tualatin-OR-97062/48579601_zpid/,898,Condominium,03/17/2011,95000,45.387002,-122.766761,,123940.0,2015,1987,184303,03/21/2017,0,175088,200890,3634,48579601
2555,3.0,3,http://www.zillow.com/homedetails/3935-NE-16th-Ave-Portland-OR-97212/53851425_zpid/#charts-and-data,http://www.zillow.com/homedetails/3935-NE-16th-Ave-Portland-OR-97212/53851425_zpid/,2640,SingleFamily,06/08/2012,547500,45.551329,-122.649668,4791,625220.0,2015,1920,825942,03/21/2017,0,768126,875499,13756,53851425
2556,2.0,4,http://www.zillow.com/homedetails/2364-2366-SW-Market-Street-Dr-Portland-OR-97201/53835639_zpid/#charts-and-data,http://www.zillow.com/homedetails/2364-2366-SW-Market-Street-Dr-Portland-OR-97201/53835639_zpid/,1368,SingleFamily,01/24/1996,259000,45.518366,-122.699776,3700,484920.0,2015,1912,582514,03/21/2017,0,547563,611640,-362,53835639
2557,2.0,2,http://www.zillow.com/homedetails/1673-NW-Rolling-Hill-Dr-Beaverton-OR-97006/48613863_zpid/#charts-and-data,http://www.zillow.com/homedetails/1673-NW-Rolling-Hill-Dr-Beaverton-OR-97006/48613863_zpid/,1337,Condominium,07/01/1988,53000,45.531791,-122.859733,1582,177800.0,2015,1978,252413,03/21/2017,0,239792,265034,3064,48613863
2558,,,,http://www.zillow.com/homedetails/4636-SW-Beaverton-Hillsdale-Hwy-Portland-OR-97221/2126932784_zpid/,1000,Unknown,,,45.485915,-122.724963,,,,2004,362401,03/21/2017,0,322537,395017,3835,2126932784
2559,3.0,4,http://www.zillow.com/homedetails/420-NE-14th-Pl-Canby-OR-97013/48269950_zpid/#charts-and-data,http://www.zillow.com/homedetails/420-NE-14th-Pl-Canby-OR-97013/48269950_zpid/,2272,SingleFamily,03/20/2017,369900,45.273547,-122.6904,8276,335150.0,2015,1991,391940,03/21/2017,0,372343,411537,217,48269950
2560,3.0,9,http://www.zillow.com/homedetails/12824-NW-Dogwood-St-Portland-OR-97229/48615436_zpid/#charts-and-data,http://www.zillow.com/homedetails/12824-NW-Dogwood-St-Portland-OR-97229/48615436_zpid/,2992,SingleFamily,09/26/1992,147000,45.52628,-122.809367,15517,382700.0,2015,1976,628209,03/21/2017,0,590516,741287,3529,48615436
2561,2.5,4,http://www.zillow.com/homedetails/14142-SE-Bush-St-Portland-OR-97236/53912353_zpid/#charts-and-data,http://www.zillow.com/homedetails/14142-SE-Bush-St-Portland-OR-97236/53912353_zpid/,1579,SingleFamily,10/15/2010,151000,45.494249,-122.517833,4791,203050.0,2015,1997,288565,03/21/2017,0,274137,305879,3380,53912353
2562,2.0,3,http://www.zillow.com/homedetails/6735-SW-89th-Pl-Portland-OR-97223/48570809_zpid/#charts-and-data,http://www.zillow.com/homedetails/6735-SW-89th-Pl-Portland-OR-97223/48570809_zpid/,1457,SingleFamily,,,45.471404,-122.769336,,285140.0,2015,1963,417208,03/21/2017,0,396348,446413,4746,48570809
2563,1.0,2,http://www.zillow.com/homedetails/225-SW-Bancroft-St-Portland-OR-97239/53936373_zpid/#charts-and-data,http://www.zillow.com/homedetails/225-SW-Bancroft-St-Portland-OR-97239/53936373_zpid/,824,SingleFamily,03/01/1986,39500,45.492622,-122.680602,2300,248750.0,2015,1893,370806,03/21/2017,0,330017,396762,210,53936373
2564,3.0,3,http://www.zillow.com/homedetails/455-NW-Greenleaf-Rd-Portland-OR-97229/53996901_zpid/#charts-and-data,http://www.zillow.com/homedetails/455-NW-Greenleaf-Rd-Portland-OR-97229/53996901_zpid/,2860,SingleFamily,02/12/2004,585000,45.525986,-122.749411,25000,646980.0,2015,1943,915005,03/21/2017,0,786904,1098006,607,53996901
2565,2.5,5,http://www.zillow.com/homedetails/7855-SE-114th-Ave-Portland-OR-97266/53856805_zpid/#charts-and-data,http://www.zillow.com/homedetails/7855-SE-114th-Ave-Portland-OR-97266/53856805_zpid/,3036,SingleFamily,11/01/1992,158000,45.46623,-122.545671,10125,326740.0,2015,1971,454206,03/21/2017,0,431496,486000,4363,53856805
2566,1.0,3,http://www.zillow.com/homedetails/17010-SE-Market-St-Portland-OR-97233/53978520_zpid/#charts-and-data,http://www.zillow.com/homedetails/17010-SE-Market-St-Portland-OR-97233/53978520_zpid/,996,SingleFamily,,,45.512041,-122.487817,8712,181230.0,2015,1961,255791,03/21/2017,0,243001,268581,3270,53978520
2567,1.0,2,http://www.zillow.com/homedetails/9238-N-Polk-Ave-Portland-OR-97203/53935492_zpid/#charts-and-data,http://www.zillow.com/homedetails/9238-N-Polk-Ave-Portland-OR-97203/53935492_zpid/,708,SingleFamily,02/15/2017,290000,45.592958,-122.742927,217800,183370.0,2015,1909,295314,03/21/2017,0,262829,310080,-784,53935492
2568,2.0,3,http://www.zillow.com/homedetails/4009-SE-7th-St-Gresham-OR-97080/53932910_zpid/#charts-and-data,http://www.zillow.com/homedetails/4009-SE-7th-St-Gresham-OR-97080/53932910_zpid/,1086,SingleFamily,,,45.491733,-122.391446,7000,212650.0,2015,1974,285397,03/21/2017,0,271127,299667,3080,53932910
2569,2.5,3,http://www.zillow.com/homedetails/22210-SW-Little-John-Ter-Sherwood-OR-97140/48566851_zpid/#charts-and-data,http://www.zillow.com/homedetails/22210-SW-Little-John-Ter-Sherwood-OR-97140/48566851_zpid/,1462,SingleFamily,03/14/2013,214000,45.359011,-122.848476,6098,281440.0,2015,1995,352256,03/21/2017,0,334643,369869,1938,48566851
2570,1.0,2,http://www.zillow.com/homedetails/4716-NE-23rd-Ave-Portland-OR-97211/53976907_zpid/#charts-and-data,http://www.zillow.com/homedetails/4716-NE-23rd-Ave-Portland-OR-97211/53976907_zpid/,1000,SingleFamily,01/27/2006,270000,45.557133,-122.641631,5000,374420.0,2015,1938,474040,03/21/2017,0,436117,549886,3316,53976907
2571,2.5,,http://www.zillow.com/homedetails/234-NE-74th-Ave-Portland-OR-97213/53916212_zpid/#charts-and-data,http://www.zillow.com/homedetails/234-NE-74th-Ave-Portland-OR-97213/53916212_zpid/,1411,SingleFamily,09/08/2004,185530,45.524467,-122.586516,2500,246760.0,2015,2005,370433,03/21/2017,0,348207,407476,5578,53916212
2572,7.0,,http://www.zillow.com/homedetails/1007-SE-15th-Ave-Portland-OR-97214/53876823_zpid/#charts-and-data,http://www.zillow.com/homedetails/1007-SE-15th-Ave-Portland-OR-97214/53876823_zpid/,5614,MultiFamily2To4,,,45.51565,-122.650925,9000,882780.0,2015,1909,1383929,03/21/2017,0,1259375,1466965,4083,53876823
2573,4.5,,http://www.zillow.com/homedetails/5940-5944-SW-Karla-Ct-Portland-OR-97239/53824721_zpid/#charts-and-data,http://www.zillow.com/homedetails/5940-5944-SW-Karla-Ct-Portland-OR-97239/53824721_zpid/,1776,SingleFamily,07/01/1986,134000,45.480514,-122.708812,6001,389930.0,2015,1987,539268,03/21/2017,0,501519,566231,9617,53824721
2574,1.0,2,http://www.zillow.com/homedetails/12540-SW-Prince-Albert-St-Portland-OR-97224/48605343_zpid/#charts-and-data,http://www.zillow.com/homedetails/12540-SW-Prince-Albert-St-Portland-OR-97224/48605343_zpid/,1014,SingleFamily,11/14/2001,91500,45.404374,-122.806325,3920,188280.0,2015,1968,235818,03/21/2017,0,219311,247609,863,48605343
